time_period,time_identifier,geographic_level,country_code,country_name,version,characteristic_group,characteristic,school_type,gender,no_schools,t_rwm_eligible_pupils,t_rwm_met_expected_standard,t_rwm_met_higher_standard,t_read_eligible_pupils,t_read_met_expected_standard,t_read_met_higher_standard,t_read_not_achieved_expected_standard,t_read_working_below_assessment,t_read_absent,t_read_unable_to_access_or_just_arrived,t_read_unable_to_access,t_read_avg_scaled_score_eligible_pupils,t_read_sum_scaled_scores,t_gps_eligible_pupils,t_gps_met_expected_standard,t_gps_met_higher_standard,t_gps_not_achieved_expected_standard,t_gps_working_below_assessment,t_gps_absent,t_gps_unable_to_access_or_just_arrived,t_gps_unable_to_access,t_gps_avg_scaled_score_eligible_pupils,t_gps_sum_scaled_scores,t_mat_eligible_pupils,t_mat_met_expected_standard,t_mat_met_higher_standard,t_mat_not_achieved_expected_standard,t_mat_working_below_assessment,t_mat_absent,t_mat_unable_to_access_or_just_arrived,t_mat_unable_to_access,t_mat_avg_scaled_score_eligible_pupils,t_mat_sum_scaled_scores,t_writta_eligible_pupils,t_writta_met_expected_standard,t_writta_met_higher_standard,t_writta_working_towards_expected_standard,t_writta_pre_key_stage_standard_6,t_writta_pre_key_stage_standard_5,t_writta_pre_key_stage_standard_4,t_writta_pre_key_stage_standard_3,t_writta_pre_key_stage_standard_2,t_writta_pre_key_stage_standard_1,t_writta_growing_development_of_expected_standard,t_writta_early_development_of_expected_standard,t_writta_foundations_of_expected_standard,t_writta_engagement_model_or_below_pre_key_stage_standards,t_writta_below_interim_pre_key_stage_standards,t_writta_absent,t_writta_disapplied,t_scita_eligible_pupils,t_scita_met_expected_standard,t_scita_not_met_expected_standard,t_scita_absent,t_scita_disapplied,pt_rwm_met_expected_standard,pt_rwm_met_higher_standard,pt_read_met_expected_standard,pt_read_met_higher_standard,pt_read_not_achieved_expected_standard,pt_read_working_below_assessment,pt_read_absent,pt_read_unable_to_access_or_just_arrived,pt_read_unable_to_access,avg_read_scaled_score,pt_gps_met_expected_standard,pt_gps_met_higher_standard,pt_gps_not_achieved_expected_standard,pt_gps_working_below_assessment,pt_gps_absent,pt_gps_unable_to_access_or_just_arrived,pt_gps_unable_to_access,avg_gps_scaled_score,pt_mat_met_expected_standard,pt_mat_met_higher_standard,pt_mat_not_achieved_expected_standard,pt_mat_working_below_assessment,pt_mat_absent,pt_mat_unable_to_access_or_just_arrived,pt_mat_unable_to_access,avg_mat_scaled_score,pt_writta_met_expected_standard,pt_writta_met_higher_standard,pt_writta_working_towards_expected_standard,pt_writta_pre_key_stage_standard_6,pt_writta_pre_key_stage_standard_5,pt_writta_pre_key_stage_standard_4,pt_writta_pre_key_stage_standard_3,pt_writta_pre_key_stage_standard_2,pt_writta_pre_key_stage_standard_1,pt_writta_growing_development_of_expected_standard,pt_writta_early_development_of_expected_standard,pt_writta_foundations_of_expected_standard,pt_writta_engagement_model_or_below_pre_key_stage_standards,pt_writta_below_interim_pre_key_stage_standards,pt_writta_absent,pt_writta_disapplied,pt_scita_met_expected_standard,pt_scita_not_met_expected_standard,pt_scita_absent,pt_scita_disapplied
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Any other White background FSM eligible,State-funded schools,Boys,1158,1485,525,24,1492,663,101,679,144,3,z,3,1323,130044,1492,789,172,559,139,2,z,3,1347,135607,1492,910,171,451,126,3,z,2,1360,138261,1485,819,68,424,z,z,z,z,z,z,109,51,32,z,39,2,9,1484,963,510,1,10,35,2,44,7,46,10,0,z,0,98,53,12,37,9,0,z,0,101,61,11,30,8,0,z,0,102,55,5,29,z,z,z,z,z,z,7,3,2,z,3,0,1,65,34,0,1
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Any other White background FSM eligible,State-funded schools,Girls,1129,1462,588,36,1463,726,132,626,101,6,z,4,1329,132137,1463,911,225,444,98,6,z,4,1355,138426,1463,857,133,504,94,5,z,3,1360,137114,1462,955,152,329,z,z,z,z,z,z,96,32,16,z,19,3,12,1462,1003,445,3,11,40,2,50,9,43,7,0,z,0,99,62,15,30,7,0,z,0,102,59,9,34,6,0,z,0,101,65,10,23,z,z,z,z,z,z,7,2,1,z,1,0,1,69,30,0,1
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Any other White background FSM eligible,State-funded schools,Total,1952,2947,1113,60,2955,1389,233,1305,245,9,z,7,2652,262181,2955,1700,397,1003,237,8,z,7,2702,274033,2955,1767,304,955,220,8,z,5,2720,275375,2947,1774,220,753,z,z,z,z,z,z,205,83,48,z,58,5,21,2946,1966,955,4,21,38,2,47,8,44,8,0,z,0,99,58,13,34,8,0,z,0,101,60,10,32,7,0,z,0,101,60,7,26,z,z,z,z,z,z,7,3,2,z,2,0,1,67,32,0,1
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Any other White background Not known to be FSM eligible,State-funded schools,Boys,6231,14528,6646,715,14554,8004,2108,5497,1004,24,z,23,13337,1344525,14554,9338,2797,4213,949,30,z,21,13546,1392857,14554,10488,3082,3237,769,33,z,23,13722,1427462,14528,9192,1532,3532,z,z,z,z,z,z,925,326,181,z,168,46,158,14529,10922,3412,52,143,46,5,55,14,38,7,0,z,0,101,64,19,29,7,0,z,0,103,72,21,22,5,0,z,0,104,63,11,24,z,z,z,z,z,z,6,2,1,z,1,0,1,75,23,0,1
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Any other White background Not known to be FSM eligible,State-funded schools,Girls,6012,13829,7242,919,13855,8426,2704,4597,796,19,z,15,12908,1319756,13854,9990,3561,3068,759,18,z,14,13057,1365265,13853,9773,2348,3400,645,18,z,15,13171,1360819,13829,10280,2469,2330,z,z,z,z,z,z,570,226,116,z,117,33,157,13829,10797,2849,34,149,52,7,61,20,33,6,0,z,0,102,72,26,22,5,0,z,0,105,71,17,25,5,0,z,0,103,74,18,17,z,z,z,z,z,z,4,2,1,z,1,0,1,78,21,0,1
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Any other White background Not known to be FSM eligible,State-funded schools,Total,8300,28357,13888,1634,28409,16430,4812,10094,1800,43,z,38,26245,2664281,28408,19328,6358,7281,1708,48,z,35,26603,2758122,28407,20261,5430,6637,1414,51,z,38,26893,2788281,28357,19472,4001,5862,z,z,z,z,z,z,1495,552,297,z,285,79,315,28358,21719,6261,86,292,49,6,58,17,36,6,0,z,0,102,68,22,26,6,0,z,0,104,71,19,23,5,0,z,0,104,69,14,21,z,z,z,z,z,z,5,2,1,z,1,0,1,77,22,0,1
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Gypsy/Roma FSM eligible,State-funded schools,Boys,286,326,33,0,329,60,4,175,85,9,z,0,218,20340,329,59,3,181,81,8,z,0,238,22375,329,75,2,169,71,14,z,0,244,23155,326,67,2,109,z,z,z,z,z,z,67,44,20,z,10,8,1,326,95,222,8,1,10,0,18,1,53,26,3,z,0,93,18,1,55,25,2,z,0,94,23,1,51,22,4,z,0,95,21,1,33,z,z,z,z,z,z,21,13,6,z,3,2,0,29,68,2,0
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Gypsy/Roma FSM eligible,State-funded schools,Girls,261,319,43,0,319,77,7,184,50,8,z,0,248,23459,319,87,9,179,45,8,z,0,266,25521,319,78,2,184,50,6,z,1,258,24602,319,130,6,105,z,z,z,z,z,z,39,20,16,z,5,0,4,319,138,177,0,4,13,0,24,2,58,16,3,z,0,95,27,3,56,14,3,z,0,96,24,1,58,16,2,z,0,95,41,2,33,z,z,z,z,z,z,12,6,5,z,2,0,1,43,55,0,1
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Gypsy/Roma FSM eligible,State-funded schools,Total,489,645,76,0,648,137,11,359,135,17,z,0,466,43799,648,146,12,360,126,16,z,0,504,47896,648,153,4,353,121,20,z,1,502,47757,645,197,8,214,z,z,z,z,z,z,106,64,36,z,15,8,5,645,233,399,8,5,12,0,21,2,55,21,3,z,0,94,23,2,56,19,2,z,0,95,24,1,54,19,3,z,0,95,31,1,33,z,z,z,z,z,z,16,10,6,z,2,1,1,36,62,1,1
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Gypsy/Roma Not known to be FSM eligible,State-funded schools,Boys,470,699,85,2,704,139,15,379,176,5,z,4,484,45353,703,130,13,393,171,4,z,4,522,49189,703,195,16,333,162,8,z,4,527,50740,699,159,3,274,z,z,z,z,z,z,120,71,45,z,15,7,8,699,236,448,7,8,12,0,20,2,54,25,1,z,1,94,18,2,56,24,1,z,1,94,28,2,47,23,1,z,1,96,23,0,39,z,z,z,z,z,z,17,10,6,z,2,1,1,34,64,1,1
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Gypsy/Roma Not known to be FSM eligible,State-funded schools,Girls,415,620,86,3,627,143,22,330,139,12,z,3,444,41993,627,161,19,320,131,12,z,3,481,46200,627,160,8,319,132,13,z,3,477,45820,620,205,16,229,z,z,z,z,z,z,97,40,23,z,14,2,10,620,237,372,1,10,14,0,23,4,53,22,2,z,0,95,26,3,51,21,2,z,0,96,26,1,51,21,2,z,0,96,33,3,37,z,z,z,z,z,z,16,6,4,z,2,0,2,38,60,0,2
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Gypsy/Roma Not known to be FSM eligible,State-funded schools,Total,747,1319,171,5,1331,282,37,709,315,17,z,7,928,87346,1330,291,32,713,302,16,z,7,1003,95389,1330,355,24,652,294,21,z,7,1004,96560,1319,364,19,503,z,z,z,z,z,z,217,111,68,z,29,9,18,1319,473,820,8,18,13,0,21,3,53,24,1,z,1,94,22,2,54,23,1,z,1,95,27,2,49,22,2,z,1,96,28,1,38,z,z,z,z,z,z,16,8,5,z,2,1,1,36,62,1,1
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Irish FSM eligible,State-funded schools,Boys,143,146,52,2,147,82,20,53,10,1,z,1,134,13470,147,80,16,54,11,1,z,1,134,13472,147,80,11,54,12,1,z,0,134,13424,146,77,6,40,z,z,z,z,z,z,16,8,0,z,3,0,2,146,94,48,0,4,36,1,56,14,36,7,1,z,1,101,54,11,37,7,1,z,1,101,54,7,37,8,1,z,0,100,53,4,27,z,z,z,z,z,z,11,5,0,z,2,0,1,64,33,0,3
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Irish FSM eligible,State-funded schools,Girls,124,127,50,1,128,82,15,37,7,2,z,0,117,11941,128,84,14,35,9,0,z,0,119,12216,128,67,10,52,9,0,z,0,118,11794,127,88,13,26,z,z,z,z,z,z,7,2,1,z,2,0,1,127,92,34,0,1,39,1,64,12,29,5,2,z,0,102,66,11,27,7,0,z,0,103,52,8,41,7,0,z,0,100,69,10,20,z,z,z,z,z,z,6,2,1,z,2,0,1,72,27,0,1
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Irish FSM eligible,State-funded schools,Total,263,273,102,3,275,164,35,90,17,3,z,1,251,25411,275,164,30,89,20,1,z,1,253,25688,275,147,21,106,21,1,z,0,252,25218,273,165,19,66,z,z,z,z,z,z,23,10,1,z,5,0,3,273,186,82,0,5,37,1,60,13,33,6,1,z,0,101,60,11,32,7,0,z,0,102,53,8,39,8,0,z,0,100,60,7,24,z,z,z,z,z,z,8,4,0,z,2,0,1,68,30,0,2
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Irish Not known to be FSM eligible,State-funded schools,Boys,580,714,435,69,716,543,211,162,10,1,z,0,704,73923,716,551,203,156,9,0,z,0,707,74188,716,561,192,144,10,1,z,0,705,74070,714,544,126,138,z,z,z,z,z,z,15,9,4,z,3,1,0,714,622,90,1,1,61,10,76,29,23,1,0,z,0,105,77,28,22,1,0,z,0,105,78,27,20,1,0,z,0,105,76,18,19,z,z,z,z,z,z,2,1,1,z,0,0,0,87,13,0,0
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Irish Not known to be FSM eligible,State-funded schools,Girls,569,707,507,96,709,602,286,98,6,2,z,1,699,75112,709,614,290,86,6,3,z,0,700,75188,709,572,166,127,7,2,z,1,699,73345,707,623,215,68,z,z,z,z,z,z,8,2,0,z,5,1,0,707,634,72,1,0,72,14,85,40,14,1,0,z,0,107,87,41,12,1,0,z,0,107,81,23,18,1,0,z,0,105,88,30,10,z,z,z,z,z,z,1,0,0,z,1,0,0,90,10,0,0
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Irish Not known to be FSM eligible,State-funded schools,Total,1023,1421,942,165,1425,1145,497,260,16,3,z,1,1403,149035,1425,1165,493,242,15,3,z,0,1407,149376,1425,1133,358,271,17,3,z,1,1404,147415,1421,1167,341,206,z,z,z,z,z,z,23,11,4,z,8,2,0,1421,1256,162,2,1,66,12,80,35,18,1,0,z,0,106,82,35,17,1,0,z,0,106,80,25,19,1,0,z,0,105,82,24,14,z,z,z,z,z,z,2,1,0,z,1,0,0,88,11,0,0
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Traveller of Irish heritage FSM eligible,State-funded schools,Boys,148,159,23,0,161,42,6,79,27,12,z,1,114,10865,159,41,3,83,24,11,z,0,124,11835,159,49,1,77,17,16,z,0,125,12054,159,39,1,70,z,z,z,z,z,z,24,14,1,z,5,5,1,159,62,92,5,0,14,0,26,4,49,17,7,z,1,95,26,2,52,15,7,z,0,95,31,1,48,11,10,z,0,96,25,1,44,z,z,z,z,z,z,15,9,1,z,3,3,1,39,58,3,0
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Traveller of Irish heritage FSM eligible,State-funded schools,Girls,115,125,26,1,128,34,5,73,14,7,z,0,104,10007,128,46,8,60,14,8,z,0,106,10408,128,41,6,63,15,9,z,0,103,9953,125,53,7,49,z,z,z,z,z,z,10,4,5,z,4,0,0,125,53,72,0,0,21,1,27,4,57,11,5,z,0,96,36,6,47,11,6,z,0,98,32,5,49,12,7,z,0,97,42,6,39,z,z,z,z,z,z,8,3,4,z,3,0,0,42,58,0,0
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Traveller of Irish heritage FSM eligible,State-funded schools,Total,253,284,49,1,289,76,11,152,41,19,z,1,218,20872,287,87,11,143,38,19,z,0,230,22243,287,90,7,140,32,25,z,0,228,22007,284,92,8,119,z,z,z,z,z,z,34,18,6,z,9,5,1,284,115,164,5,0,17,0,26,4,53,14,7,z,0,96,30,4,50,13,7,z,0,97,31,2,49,11,9,z,0,97,32,3,42,z,z,z,z,z,z,12,6,2,z,3,2,0,40,58,2,0
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Traveller of Irish heritage Not known to be FSM eligible,State-funded schools,Boys,64,67,12,1,69,17,2,36,14,2,z,0,52,4968,69,19,1,36,12,2,z,0,55,5282,69,19,1,37,10,3,z,0,56,5388,67,18,1,26,z,z,z,z,z,z,12,6,3,z,1,0,1,66,32,34,0,0,18,1,25,3,52,20,3,z,0,96,28,1,52,17,3,z,0,96,28,1,54,14,4,z,0,96,27,1,39,z,z,z,z,z,z,18,9,4,z,1,0,1,48,52,0,0
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Traveller of Irish heritage Not known to be FSM eligible,State-funded schools,Girls,66,74,22,2,74,29,8,36,7,2,z,0,65,6366,74,35,7,30,7,2,z,0,65,6453,74,35,5,30,7,2,z,0,65,6410,74,39,4,24,z,z,z,z,z,z,5,1,2,z,2,1,0,74,36,37,1,0,30,3,39,11,49,9,3,z,0,98,47,9,41,9,3,z,0,99,47,7,41,9,3,z,0,99,53,5,32,z,z,z,z,z,z,7,1,3,z,3,1,0,49,50,1,0
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - Traveller of Irish heritage Not known to be FSM eligible,State-funded schools,Total,126,141,34,3,143,46,10,72,21,4,z,0,117,11334,143,54,8,66,19,4,z,0,120,11735,143,54,6,67,17,5,z,0,121,11798,141,57,5,50,z,z,z,z,z,z,17,7,5,z,3,1,1,140,68,71,1,0,24,2,32,7,50,15,3,z,0,97,38,6,46,13,3,z,0,98,38,4,47,12,3,z,0,98,40,4,35,z,z,z,z,z,z,12,5,4,z,2,1,1,49,51,1,0
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - White British FSM eligible,State-funded schools,Boys,10197,29885,8671,291,29961,13073,1993,13873,2772,185,z,52,26432,2598698,29960,13828,1990,13237,2662,176,z,54,27050,2680574,29958,14894,1995,12252,2543,213,z,49,27119,2700072,29886,14246,1112,9980,z,z,z,z,z,z,2755,1252,810,z,664,77,102,29884,18201,11467,85,131,29,1,44,7,46,9,1,z,0,98,46,7,44,9,1,z,0,99,50,7,41,8,1,z,0,100,48,4,33,z,z,z,z,z,z,9,4,3,z,2,0,0,61,38,0,0
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - White British FSM eligible,State-funded schools,Girls,9903,28434,10245,410,28480,14676,2708,12379,1290,109,z,22,26760,2664211,28480,16779,3321,10345,1226,107,z,20,27119,2743594,28478,14368,1452,12645,1312,123,z,22,26991,2681476,28436,18430,2239,7183,z,z,z,z,z,z,1619,528,320,z,296,29,31,28434,19278,9069,34,53,36,1,52,10,43,5,0,z,0,100,59,12,36,4,0,z,0,101,50,5,44,5,0,z,0,99,65,8,25,z,z,z,z,z,z,6,2,1,z,1,0,0,68,32,0,0
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - White British FSM eligible,State-funded schools,Total,12379,58319,18916,701,58441,27749,4701,26252,4062,294,z,74,53192,5262909,58440,30607,5311,23582,3888,283,z,74,54169,5424168,58436,29262,3447,24897,3855,336,z,71,54110,5381548,58322,32676,3351,17163,z,z,z,z,z,z,4374,1780,1130,z,960,106,133,58318,37479,20536,119,184,32,1,47,8,45,7,1,z,0,99,52,9,40,7,0,z,0,100,50,6,43,7,1,z,0,99,56,6,29,z,z,z,z,z,z,7,3,2,z,2,0,0,64,35,0,0
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - White British Not known to be FSM eligible,State-funded schools,Boys,14822,177321,95455,9117,177440,119419,32918,52933,4611,329,z,122,171496,17617544,177438,124543,33063,48003,4377,354,z,120,172533,17812270,177439,129329,33391,43349,4229,390,z,116,172655,17885547,177323,125804,20923,39698,z,z,z,z,z,z,6955,2294,1218,z,1118,84,152,177317,147206,29808,94,209,54,5,67,19,30,3,0,z,0,103,70,19,27,2,0,z,0,103,73,19,24,2,0,z,0,104,71,12,22,z,z,z,z,z,z,4,1,1,z,1,0,0,83,17,0,0
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - White British Not known to be FSM eligible,State-funded schools,Girls,14579,170111,104353,11490,170190,127596,42649,40203,2082,222,z,52,167388,17467365,170191,136761,46782,31095,1993,236,z,51,167849,17673513,170188,122635,25588,44970,2210,289,z,54,167562,17267020,170113,142326,35101,22672,z,z,z,z,z,z,3085,895,454,z,551,55,75,170113,147262,22688,67,96,61,7,75,25,24,1,0,z,0,104,80,27,18,1,0,z,0,105,72,15,26,1,0,z,0,103,84,21,13,z,z,z,z,z,z,2,1,0,z,0,0,0,87,13,0,0
201516,Academic year,National,E92000001,England,Final,Ethnicity by FSM,White - White British Not known to be FSM eligible,State-funded schools,Total,15166,347432,199808,20607,347630,247015,75567,93136,6693,551,z,174,338884,35084909,347629,261304,79845,79098,6370,590,z,171,340382,35485783,347627,251964,58979,88319,6439,679,z,170,340217,35152567,347436,268130,56024,62370,z,z,z,z,z,z,10040,3189,1672,z,1669,139,227,347430,294468,52496,161,305,58,6,71,22,27,2,0,z,0,104,75,23,23,2,0,z,0,104,72,17,25,2,0,z,0,103,77,16,18,z,z,z,z,z,z,3,1,0,z,0,0,0,85,15,0,0
201516,Academic year,National,E92000001,England,Final,First language,Known or believed to be English,State-funded schools,Boys,15488,240957,121632,11240,241213,154151,40574,77496,8734,591,z,202,230086,23504409,241203,162382,42662,69618,8336,617,z,196,231966,23857094,241205,167884,42035,64351,8030,716,z,183,232168,23936248,240960,163692,26197,57042,z,z,z,z,z,z,11163,4061,2315,z,2210,191,286,240952,192039,48308,210,395,50,5,64,17,32,4,0,z,0,102,67,18,29,3,0,z,0,103,70,17,27,3,0,z,0,103,68,11,24,z,z,z,z,z,z,5,2,1,z,1,0,0,80,20,0,0
201516,Academic year,National,E92000001,England,Final,First language,Known or believed to be English,State-funded schools,Girls,15338,230923,134188,14398,231082,165993,52979,60568,3993,403,z,81,225771,23422769,231081,179902,60287,46809,3821,410,z,76,226698,23777964,231077,160125,32550,66181,4160,483,z,83,226235,23216385,230927,187706,44207,34118,z,z,z,z,z,z,5309,1627,902,z,1042,96,127,230924,193956,36679,115,174,58,6,72,23,26,2,0,z,0,104,78,26,20,2,0,z,0,105,69,14,29,2,0,z,0,103,81,19,15,z,z,z,z,z,z,2,1,0,z,0,0,0,84,16,0,0
201516,Academic year,National,E92000001,England,Final,First language,Known or believed to be English,State-funded schools,Total,15592,471880,255820,25638,472295,320144,93553,138064,12727,994,z,283,455857,46927178,472284,342284,102949,116427,12157,1027,z,272,458664,47635058,472282,328009,74585,130532,12190,1199,z,266,458403,47152633,471887,351398,70404,91160,z,z,z,z,z,z,16472,5688,3217,z,3252,287,413,471876,385995,84987,325,569,54,5,68,20,29,3,0,z,0,103,72,22,25,3,0,z,0,104,69,16,28,3,0,z,0,103,74,15,19,z,z,z,z,z,z,3,1,1,z,1,0,0,82,18,0,0
201516,Academic year,National,E92000001,England,Final,First language,Known or believed to be other than English,State-funded schools,Boys,8625,56898,26729,2535,56969,31342,6894,22102,3355,73,z,48,52961,5323834,56970,39231,12422,14326,3242,71,z,47,53546,5553926,56969,40945,12310,12969,2880,81,z,44,53901,5611195,56899,38290,5977,12680,z,z,z,z,z,z,2951,1066,604,z,799,111,398,56901,42864,13536,121,380,47,4,55,12,39,6,0,z,0,101,69,22,25,6,0,z,0,104,72,22,23,5,0,z,0,104,67,11,22,z,z,z,z,z,z,5,2,1,z,1,0,1,75,24,0,1
201516,Academic year,National,E92000001,England,Final,First language,Known or believed to be other than English,State-funded schools,Girls,8362,54657,29546,3349,54739,33914,8858,18406,2270,47,z,33,52008,5298508,54737,42403,16066,9992,2187,50,z,29,52390,5525055,54736,39244,9950,13347,1990,54,z,33,52576,5441981,54657,42742,9684,8323,z,z,z,z,z,z,1771,582,338,z,461,90,350,54659,43542,10685,92,340,54,6,62,16,34,4,0,z,0,102,77,29,18,4,0,z,0,105,72,18,24,4,0,z,0,104,78,18,15,z,z,z,z,z,z,3,1,1,z,1,0,1,80,20,0,1
201516,Academic year,National,E92000001,England,Final,First language,Known or believed to be other than English,State-funded schools,Total,10205,111555,56275,5884,111708,65256,15752,40508,5625,120,z,81,104969,10622342,111707,81634,28488,24318,5429,121,z,76,105936,11078981,111705,80189,22260,26316,4870,135,z,77,106477,11053176,111556,81032,15661,21003,z,z,z,z,z,z,4722,1648,942,z,1260,201,748,111560,86406,24221,213,720,50,5,58,14,36,5,0,z,0,101,73,26,22,5,0,z,0,105,72,20,24,4,0,z,0,104,73,14,19,z,z,z,z,z,z,4,1,1,z,1,0,1,77,22,0,1
201516,Academic year,National,E92000001,England,Final,First language,Language unclassified,State-funded schools,Boys,949,1120,266,24,1141,385,90,390,337,8,z,21,756,74608,1141,438,111,343,330,9,z,21,777,77908,1141,480,124,340,287,10,z,24,818,82482,1120,420,49,289,z,z,z,z,z,z,115,58,50,z,51,60,77,1120,530,446,64,80,24,2,34,8,34,30,1,z,2,99,38,10,30,29,1,z,2,100,42,11,30,25,1,z,2,101,38,4,26,z,z,z,z,z,z,10,5,4,z,5,5,7,47,40,6,7
201516,Academic year,National,E92000001,England,Final,First language,Language unclassified,State-funded schools,Girls,867,1025,292,25,1034,414,105,309,291,3,z,17,706,70713,1034,477,134,251,287,3,z,16,728,74233,1034,427,81,322,262,4,z,19,749,75052,1025,458,85,215,z,z,z,z,z,z,97,47,40,z,42,48,78,1025,483,409,54,79,28,2,40,10,30,28,0,z,2,100,46,13,24,28,0,z,2,102,41,8,31,25,0,z,2,100,45,8,21,z,z,z,z,z,z,9,5,4,z,4,5,8,47,40,5,8
201516,Academic year,National,E92000001,England,Final,First language,Language unclassified,State-funded schools,Total,1608,2145,558,49,2175,799,195,699,628,11,z,38,1462,145321,2175,915,245,594,617,12,z,37,1505,152141,2175,907,205,662,549,14,z,43,1567,157534,2145,878,134,504,z,z,z,z,z,z,212,105,90,z,93,108,155,2145,1013,855,118,159,26,2,37,9,32,29,1,z,2,99,42,11,27,28,1,z,2,101,42,9,30,25,1,z,2,101,41,6,23,z,z,z,z,z,z,10,5,4,z,4,5,7,47,40,6,7
201516,Academic year,National,E92000001,England,Final,Free school meal status,FSM eligible,State-funded schools,Boys,11715,46532,14829,593,46649,21051,3285,21173,4080,250,z,72,41514,4093561,46646,23662,4221,18714,3936,245,z,69,42354,4236187,46643,24753,3886,17758,3753,297,z,58,42466,4257452,46534,24021,2137,14429,z,z,z,z,z,z,3920,1748,1063,z,1067,123,163,46532,29378,16822,131,201,32,1,45,7,45,9,1,z,0,99,51,9,40,8,1,z,0,100,53,8,38,8,1,z,0,100,52,5,31,z,z,z,z,z,z,8,4,2,z,2,0,0,63,36,0,0
201516,Academic year,National,E92000001,England,Final,Free school meal status,FSM eligible,State-funded schools,Girls,11463,44407,17392,841,44478,23738,4434,18493,2032,154,z,31,41807,4177276,44478,27959,6507,14367,1948,147,z,28,42319,4317016,44476,24019,2962,18181,2046,167,z,30,42166,4216252,44409,30049,4162,10261,z,z,z,z,z,z,2254,751,459,z,507,45,83,44406,31035,13211,52,108,39,2,53,10,42,5,0,z,0,100,63,15,32,4,0,z,0,102,54,7,41,5,0,z,0,100,68,9,23,z,z,z,z,z,z,5,2,1,z,1,0,0,70,30,0,0
201516,Academic year,National,E92000001,England,Final,Free school meal status,FSM eligible,State-funded schools,Total,13454,90939,32221,1434,91127,44789,7719,39666,6112,404,z,103,83321,8270837,91124,51621,10728,33081,5884,392,z,97,84673,8553203,91119,48772,6848,35939,5799,464,z,88,84632,8473704,90943,54070,6299,24690,z,z,z,z,z,z,6174,2499,1522,z,1574,168,246,90938,60413,30033,183,309,35,2,49,8,44,7,0,z,0,99,57,12,36,6,0,z,0,101,54,8,39,6,1,z,0,100,59,7,27,z,z,z,z,z,z,7,3,2,z,2,0,0,66,33,0,0
201516,Academic year,National,E92000001,England,Final,Free school meal status,Not known to be FSM eligible,State-funded schools,Boys,15508,252443,133798,13206,252674,164827,44273,78815,8346,422,z,199,242289,24809290,252668,178389,50974,65573,7972,452,z,195,243935,25252741,252672,184556,50583,59902,7444,510,z,193,244421,25372473,252445,178381,30086,55582,z,z,z,z,z,z,10309,3437,1906,z,1993,239,598,252441,206055,45468,264,654,53,5,65,18,31,3,0,z,0,102,71,20,26,3,0,z,0,104,73,20,24,3,0,z,0,104,71,12,22,z,z,z,z,z,z,4,1,1,z,1,0,0,82,18,0,0
201516,Academic year,National,E92000001,England,Final,Free school meal status,Not known to be FSM eligible,State-funded schools,Girls,15340,242198,146634,16931,242377,176583,57508,60790,4522,299,z,100,236678,24614714,242374,194823,69980,42685,4347,316,z,93,237497,25060236,242371,175777,39619,61669,4366,374,z,105,237394,24517166,242200,200857,49814,32395,z,z,z,z,z,z,4923,1505,821,z,1038,189,472,242202,206946,34562,209,485,61,7,73,24,25,2,0,z,0,104,80,29,18,2,0,z,0,106,73,16,25,2,0,z,0,103,83,21,13,z,z,z,z,z,z,2,1,0,z,0,0,0,85,14,0,0
